============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Tarcza(  11 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  232 19 .1519202E+11   1100021E-01 -.1282E+02  .2795E+02   .9999999 -.0001008  .0002721
T  233 19 .1519311E+11   1100007E-01 -.8174E+01 -.4528E+01   .9999999 -.0001938 -.0000218
T  234 19 .1519201E+11   1100000E-01  .1809E+01 -.6911E+01   .9999999 -.0000200 -.0000734
T  235 19 .1519221E+11   1100007E-01 -.4094E+01  .1592E+01   .9999999 -.0000089  .0000264
T  236 19 .1519337E+11   1100008E-01 -.7611E+01 -.1650E+00   .9999999 -.0004401 -.0000203
T  237 19 .1519260E+11   1100017E-01  .2494E+01  .4472E+01   .9999999 -.0002040 -.0000469
T  238 19 .1519172E+11   1100006E-01  .1693E+01  .1220E+01   .9999999  .0000602  .0000383
T  239 19 .1519265E+11   1100012E-01  .4633E+01  .3595E+00   .9999999  .0001400  .0002002
T  240 19 .1519195E+11   1100008E-01 -.1261E+02 -.6304E+01   .9999999 -.0001452 -.0001405
T  241 19 .1519344E+11   1100003E-01  .7863E+01  .1137E+02   .9999999  .0001033  .0001464
T  242 19 .1519356E+11   1100012E-01  .1357E+02 -.7826E+01   .9999999  .0002820 -.0001491
T  243 19 .1519209E+11   1100003E-01 -.6131E+01  .3214E+01   .9999999 -.0002214  .0001189
T  244 19 .1519185E+11   1100003E-01  .1259E+02  .1813E+02   .9999999  .0001687  .0002167
T  245 19 .1519361E+11   1100019E-01 -.7744E+01  .1067E+02   .9999999 -.0001068  .0001878
T  246 19 .1519222E+11   1100001E-01 -.1394E+02  .6090E+01   .9999999 -.0001089  .0001938
T  247 19 .1519228E+11   1100020E-01  .2258E+01 -.1278E+01   .9999999  .0000779 -.0000592
T  248 19 .1519190E+11   1100003E-01 -.7112E+01  .4526E+01   .9999999 -.0002188  .0000622
T  249 19 .1519171E+11   1100001E-01 -.2549E+01 -.4923E+01   .9999999 -.0001555 -.0001153
T  250 19 .1519339E+11   1100004E-01  .4557E+00  .4021E+01   .9999999 -.0000351  .0001047
T  251 19 .1519319E+11   1100014E-01 -.3191E+01  .5359E+01   .9999999 -.0000732  .0000574
T  252 19 .1519233E+11   1100013E-01 -.3876E+01 -.4661E+01   .9999999 -.0002575 -.0002274
T  253 19 .1519374E+11   1100019E-01  .1229E+01 -.1866E+01   .9999999  .0000192 -.0001050
T  254 19 .1519360E+11   1100015E-01  .1372E+02  .6562E+01   .9999999  .0002670  .0001471
T  255 19 .1519199E+11   1100003E-01  .9000E+01 -.1048E+00   .9999999  .0001015  .0000360
T  256 19 .1519237E+11   1100001E-01 -.6592E+01 -.7715E+01   .9999999 -.0002282 -.0001040
T  257 19 .1519452E+11   1100017E-01  .2267E+02  .2074E+01   .9999999  .0001977  .0001523
T  258 19 .1519184E+11   1100022E-01  .4191E+02 -.3401E+02   .9999998  .0004851 -.0004551
T  259 19 .1519214E+11   1100004E-01 -.5319E+01 -.5972E+01   .9999999 -.0000690 -.0000428
T  260 19 .1519318E+11   1100009E-01  .9827E+02 -.1164E+03   .9999981  .0012952 -.0014452
T  261 19 .1519304E+11   1100018E-01 -.7820E+01  .4468E+01   .9999999 -.0000017  .0000788
T  262 19 .1519376E+11   1100001E-01  .3701E+02  .8712E+01   .9999999  .0003738 -.0001221
T  263 19 .1519360E+11   1100021E-01 -.5248E+01 -.6646E+01   .9999999 -.0001273 -.0000997
T  264 19 .1519217E+11   1100006E-01 -.7237E+01  .3683E+01   .9999999  .0000093 -.0000343
T  265 19 .1519214E+11   1100002E-01 -.9618E+00 -.2747E+01   .9999999 -.0000467 -.0000728
T  266 19 .1519328E+11   1100017E-01  .5581E+01 -.2755E+02   .9999999  .0001511 -.0003196
T  267 19 .1519337E+11   1100018E-01 -.1008E+02  .1927E+02   .9999999 -.0001599  .0002749
T  268 19 .1519332E+11   1100012E-01 -.1790E+02 -.1463E+02   .9999999 -.0002411 -.0001426
T  269 19 .1519245E+11   1100001E-01  .6610E+01  .6804E+01   .9999999  .0000131  .0000629
T  270 19 .1519203E+11   1100020E-01  .1729E+01 -.2864E+01   .9999999  .0000449 -.0000188
T  271 19 .1519205E+11   1100019E-01  .3691E+01 -.1733E+00   .9999999 -.0000005 -.0000405
T  272 19 .1519170E+11   1100010E-01 -.9124E+01  .6178E+01   .9999999 -.0001727  .0001027
T  273 19 .1519390E+11   1100016E-01  .2747E+01  .7798E+01   .9999999 -.0000126  .0001389
T  274 19 .1519274E+11   1100020E-01  .6159E+01 -.2444E+02   .9999998  .0000836 -.0005581
T  275 19 .1519342E+11   1100003E-01 -.8726E+01  .3454E+01   .9999999 -.0000883  .0000103
T  276 19 .1519258E+11   1100012E-01  .2703E+01 -.4602E+01   .9999999  .0000151  .0000687
T  277 19 .1519383E+11   1100018E-01  .5283E+01  .9625E+01   .9999999  .0000223  .0000491
T  278 19 .1519201E+11   1100021E-01 -.5780E+01 -.8365E+01   .9999999 -.0002067 -.0001414
T  279 19 .1519236E+11   1100019E-01 -.4448E+01 -.1648E+01   .9999999 -.0001324 -.0000051
T  280 19 .1519292E+11   1100009E-01  .2202E+01  .3223E+01   .9999999 -.0000333  .0000135
T  281 19 .1519189E+11   1100019E-01  .1349E+02 -.6761E+01   .9999999  .0002254 -.0000945
T  282 19 .1519280E+11   1100008E-01 -.1313E+01  .9409E+01   .9999999 -.0000758  .0001997
T  283 19 .1519214E+11   1100017E-01 -.7595E+01  .6282E+01   .9999999 -.0001929  .0000420
T  284 19 .1519209E+11   1100004E-01  .1970E+01  .9301E+01   .9999999  .0000066  .0001310
T  285 19 .1519303E+11   1100016E-01  .9435E+01  .6180E+01   .9999999  .0001802  .0001219
T  286 19 .1519302E+11   1100020E-01 -.3041E+01 -.5937E+01   .9999999  .0000071 -.0001254
T  287 19 .1519302E+11   1100022E-01  .6182E+00  .1601E+01   .9999999  .0001824  .0000074
T  288 19 .1519356E+11   1100020E-01  .1611E+02  .7926E+00   .9999999  .0002594 -.0000241
T  289 19 .1519226E+11   1100008E-01 -.1518E+01  .6353E+01   .9999999  .0000525  .0000454
T  290 19 .1519282E+11   1100019E-01  .6912E+01 -.1584E+02   .9999999  .0002259 -.0002694
T  291 19 .1519349E+11   1100017E-01 -.6358E+01 -.7102E+01   .9999999 -.0000692 -.0003312
T  292 19 .1519372E+11   1100000E-01  .1191E+02  .2453E+01   .9999999  .0002135 -.0000334
T  293 19 .1519250E+11   1100001E-01 -.1415E+02  .8871E+01   .9999999 -.0002616 -.0000253
T  294 19 .1519334E+11   1100005E-01 -.1081E+02 -.6432E+01   .9999999 -.0001497 -.0001191
T  295 19 .1519285E+11   1100019E-01 -.3860E+01  .5892E+01   .9999999  .0000547 -.0001188
T  296 19 .1519189E+11   1100020E-01 -.2744E+01  .1609E+02   .9999999  .0001533  .0002984
T  297 19 .1519258E+11   1100000E-01 -.2141E+00  .8020E+01   .9999999 -.0000596  .0001553
T  298 19 .1519265E+11   1100021E-01  .1168E+02  .1145E+02   .9999999  .0000920  .0001505
T  299 19 .1519268E+11   1100009E-01 -.1753E+01 -.4640E+01   .9999999  .0000837 -.0000375
T  300 19 .1519288E+11   1100016E-01 -.5593E+01 -.1749E+00   .9999999 -.0000486 -.0000204
T  301 19 .1519243E+11   1100021E-01  .1017E+02 -.8189E+01   .9999999  .0000670 -.0001296
T  302 19 .1519236E+11   1100021E-01 -.1161E+02 -.1180E+01   .9999999 -.0001111 -.0000544
T  303 19 .1519188E+11   1100018E-01  .3035E+01 -.7848E+01   .9999999  .0000301  .0000017
T  304 19 .1519255E+11   1100012E-01  .6608E+01  .9099E+01   .9999999  .0001664  .0000385
T  305 19 .1519284E+11   1100000E-01  .5572E+01 -.9313E+00   .9999999  .0000677 -.0000596
T  306 19 .1519334E+11   1100022E-01 -.3196E+02  .2349E+02   .9999999 -.0002229  .0002630
T  307 19 .1519300E+11   1100019E-01 -.1400E+00 -.7973E+01   .9999999 -.0000329 -.0000122
T  308 19 .1519401E+11   1100017E-01  .5933E+01  .2694E+01   .9999999  .0000581  .0003388
T  309 19 .1519235E+11   1100005E-01  .7587E+01 -.9831E+00   .9999999  .0001289 -.0000902
T  310 19 .1519329E+11   1100004E-01 -.5697E+01  .2177E+01   .9999999 -.0000759 -.0000580
T  311 19 .1519356E+11   1100003E-01 -.1999E+00  .1806E+02   .9999999 -.0000158  .0002605
T  312 19 .1519307E+11   1100018E-01  .3003E+01 -.6092E+00   .9999999  .0000174 -.0000149
T  313 19 .1519236E+11   1100015E-01  .2255E+01  .2967E+01   .9999999  .0000099 -.0000340
T  314 19 .1519313E+11   1100022E-01  .7509E+01 -.7300E+00   .9999999  .0000354  .0000149
T  315 19 .1519227E+11   1100010E-01  .5693E+01 -.9972E+01   .9999999  .0000664 -.0002512
T  316 19 .1519131E+11   1100004E-01  .8337E+01 -.7149E+01   .9999999  .0002459 -.0000940
T  317 19 .1519166E+11   1100013E-01 -.4212E+01  .8383E+00   .9999999  .0000468  .0002018
T  318 19 .1519248E+11   1100020E-01 -.1693E+00  .2159E+02   .9999999  .0000549  .0005234
T  319 19 .1519191E+11   1100005E-01 -.2419E+02  .1157E+01   .9999999 -.0002557  .0001039
T  320 19 .1519259E+11   1100006E-01  .4616E+02  .4741E+02   .9999989  .0010711  .0009869
T  321 19 .1519263E+11   1100011E-01  .1481E+02 -.1986E+01   .9999999  .0002028 -.0001359
T  322 19 .1519286E+11   1100023E-01  .2024E+02 -.2507E+02   .9999998  .0002614 -.0005190
T  323 19 .1519227E+11   1100013E-01 -.3607E+00 -.6756E+01   .9999999  .0002364 -.0003616
T  324 19 .1519308E+11   1100011E-01 -.1555E+01  .2065E+01   .9999999 -.0000120  .0000730
T  325 19 .1519340E+11   1100004E-01 -.4002E+01  .1809E+01   .9999999 -.0000447  .0000724
T  326 19 .1519222E+11   1100018E-01 -.4583E+01 -.5352E+01   .9999999  .0001382 -.0002402
T  327 19 .1519187E+11   1100017E-01 -.5157E+01  .3513E+00   .9999999 -.0000828 -.0000928
T  328 19 .1519329E+11   1100014E-01  .2349E+01  .7720E+01   .9999999  .0000393 -.0000650
T  329 19 .1519291E+11   1100009E-01 -.3364E+01  .1228E+02   .9999999 -.0002066  .0001977
T  330 19 .1519266E+11   1100012E-01 -.1377E+02  .3681E+01   .9999999 -.0002894 -.0000812
T  331 19 .1519149E+11   1100017E-01 -.1637E+02  .5823E+01   .9999999 -.0001554  .0001523
T  332 19 .1519262E+11   1100020E-01 -.2636E+01 -.9887E+01   .9999999 -.0001170 -.0002658
T  333 19 .1519207E+11   1100015E-01 -.6340E+01 -.4612E+01   .9999999 -.0000563 -.0000962
T  334 19 .1519179E+11   1100006E-01  .4208E+01 -.3908E+01   .9999999  .0000204 -.0000128
T  335 19 .1519340E+11   1100005E-01  .3585E+01 -.3950E+01   .9999999  .0000424 -.0000250
T  336 19 .1519255E+11   1100019E-01 -.4206E+00 -.4499E+01   .9999999 -.0001215 -.0000270
T  337 19 .1519485E+11   1100002E-01  .9630E+01  .1249E+02   .9999999  .0001786  .0003475
T  338 19 .1519379E+11   1100005E-01 -.6031E+00  .5235E+00   .9999999 -.0000004 -.0001338
T  339 19 .1519320E+11   1100012E-01 -.1044E+02 -.1313E+02   .9999999 -.0002242 -.0000211
T  340 19 .1519251E+11   1100012E-01  .5048E+01 -.8963E+01   .9999999  .0000598 -.0000901
T  341 19 .1519193E+11   1100015E-01 -.2137E+02  .1748E+02   .9999999 -.0003814  .0002677
T  342 19 .1519338E+11   1100008E-01 -.3377E+01  .5538E+01   .9999999 -.0000778  .0002002
T  343 19 .1519280E+11   1100022E-01  .7753E+01  .2080E+02   .9999999  .0001445  .0000776
T  344 19 .1519394E+11   1100011E-01  .7585E+01  .7960E+01   .9999999  .0001489  .0001603
T  345 19 .1519225E+11   1100020E-01  .8778E+00  .1102E+01   .9999999  .0000054  .0000479
T  346 19 .1519260E+11   1100002E-01  .2052E+01  .1129E+02   .9999999 -.0000200  .0001379
T  347 19 .1519300E+11   1100018E-01  .7295E+01 -.2576E+01   .9999999  .0001485 -.0000083
T  348 19 .1519315E+11   1100018E-01 -.3939E+01  .2302E+00   .9999999 -.0001311  .0001319
T  349 19 .1519296E+11   1100003E-01 -.1484E+02  .1976E+02   .9999999 -.0001865  .0001909
T  350 19 .1519207E+11   1100012E-01  .4051E+01  .6620E+01   .9999999  .0000126  .0000930
T  351 19 .1519205E+11   1100003E-01  .6186E+01 -.1252E+01   .9999999  .0001513 -.0000774
T  352 19 .1519219E+11   1100014E-01  .1694E+02 -.8503E+00   .9999999  .0002938  .0000283
T  353 19 .1519216E+11   1100006E-01 -.3241E+01  .3159E+01   .9999999 -.0001034 -.0001424
T  354 19 .1519345E+11   1100020E-01 -.7369E+00  .2380E+01   .9999999 -.0000574  .0000956
T  355 19 .1519357E+11   1100010E-01 -.2646E+01  .5387E+00   .9999999 -.0000741 -.0000851
T  356 19 .1519291E+11   1100014E-01  .1783E+01  .1521E+01   .9999999  .0001711  .0000521
T  357 19 .1519323E+11   1100020E-01  .8546E+01  .5783E-01   .9999999  .0002181 -.0000033
T  358 19 .1519256E+11   1100017E-01  .1148E+02  .5912E+01   .9999999  .0001010  .0000540
T  359 19 .1519281E+11   1100006E-01  .8209E+01  .6951E+01   .9999999  .0001289  .0001039
T  360 19 .1519268E+11   1100013E-01  .1380E+01  .8155E+00   .9999999  .0000447  .0000529
T  361 19 .1519412E+11   1100011E-01  .6587E+01  .4660E+00   .9999999  .0001566  .0000492
T  362 19 .1519279E+11   1100020E-01 -.4748E+01  .9992E+00   .9999999  .0000020  .0000864
T  363 19 .1519162E+11   1100022E-01 -.4762E+01 -.6803E+01   .9999999 -.0001343 -.0001449
T  364 19 .1519317E+11   1100013E-01 -.4192E+01 -.6828E+01   .9999999 -.0000022 -.0004683
T  365 19 .1519307E+11   1100006E-01  .1559E+00 -.1350E+00   .9999999  .0000611  .0001104
T  366 19 .1519287E+11   1100021E-01 -.9247E+01 -.9810E+01   .9999999 -.0001464 -.0001203
T  367 19 .1519261E+11   1100009E-01 -.1944E+02 -.7897E+01   .9999999 -.0003050 -.0001060
T  368 19 .1519442E+11   1100007E-01 -.8256E+01  .1142E+00   .9999999 -.0001634  .0000116
T  369 19 .1519444E+11   1100018E-01  .1886E+02 -.1216E+02   .9999999  .0002001 -.0002290
T  370 19 .1519323E+11   1100022E-01 -.3839E+00  .1128E+01   .9999999 -.0000243  .0000407
T  371 19 .1519319E+11   1100003E-01  .5894E+00 -.1268E+02   .9999999 -.0000046 -.0001135
T  372 19 .1519183E+11   1100014E-01  .1011E+02  .2983E+00   .9999999  .0000657 -.0000030
T  373 19 .1519370E+11   1100020E-01  .9216E+01 -.1661E+02   .9999999  .0001301 -.0002479
T  374 19 .1519321E+11   1100020E-01  .1241E+01 -.6043E+01   .9999999  .0000325 -.0000410
T  375 19 .1519235E+11   1100017E-01 -.9095E+01  .1537E+02   .9999999 -.0001911  .0002752
T  376 19 .1519270E+11   1100006E-01  .7395E+01  .1504E+02   .9999999 -.0000125  .0002086
T  377 19 .1519356E+11   1100007E-01  .9820E+01 -.5533E+01   .9999999  .0000920 -.0000346
T  378 19 .1519392E+11   1100008E-01  .1979E+02 -.9396E+01   .9999999  .0003169 -.0001231
T  379 19 .1519192E+11   1100008E-01  .5382E+01  .2137E+01   .9999999 -.0000084 -.0000421
T  380 19 .1519222E+11   1100017E-01  .5655E+01 -.9827E+00   .9999999  .0002018  .0000385
T  381 19 .1519344E+11   1100002E-01  .5074E+01 -.2380E+01   .9999999  .0000977 -.0001407
T  382 19 .1519248E+11   1100003E-01 -.3878E+00 -.6936E+01   .9999999 -.0000510 -.0001796
T  383 19 .1519384E+11   1100010E-01 -.1345E+02 -.5054E+01   .9999999 -.0003283  .0000165
T  384 19 .1519173E+11   1100021E-01  .1614E+02 -.2066E+01   .9999999  .0001755 -.0001012
T  385 19 .1519241E+11   1100013E-01 -.1114E+02 -.2613E+01   .9999999 -.0001601 -.0001220
T  386 19 .1519288E+11   1100013E-01 -.7151E+01  .1023E+01   .9999999 -.0000615  .0000489
T  387 19 .1519349E+11   1100001E-01 -.6285E+01 -.2083E+02   .9999999 -.0001963 -.0002820
T  388 19 .1519250E+11   1100016E-01  .3496E+00 -.2014E+02   .9999987  .0001254 -.0016378
T  389 19 .1519285E+11   1100006E-01 -.4199E+01  .1655E+02   .9999999 -.0001307  .0003128
T  390 19 .1519331E+11   1100001E-01  .9150E+00  .7954E+00   .9999999  .0000590  .0000131
T  391 19 .1519285E+11   1100001E-01  .6517E+01 -.4017E+01   .9999999  .0002249 -.0001044
T  392 19 .1519139E+11   1100004E-01 -.6083E+01  .1205E+01   .9999999 -.0001625  .0000304
T  393 19 .1519121E+11   1100022E-01 -.2018E+01 -.1382E+01   .9999999  .0000289  .0000143
T  394 19 .1519407E+11   1100016E-01  .1192E+02 -.1077E+02   .9999999  .0001124 -.0002308
T  395 19 .1519183E+11   1100008E-01  .2496E+02  .3472E+02   .9999999  .0002165  .0003037
T  396 19 .1519265E+11   1100013E-01  .2169E+00  .1210E+02   .9999999  .0000013  .0001555
T  397 19 .1519126E+11   1100007E-01  .1136E+02  .2599E+01   .9999999  .0001347  .0004169
T  398 19 .1519308E+11   1100002E-01  .4712E+01  .8384E+01   .9999999  .0001325  .0001813
T  399 19 .1519260E+11   1100017E-01  .5186E+01  .2705E+02   .9999999  .0001258  .0004952
T  400 19 .1519266E+11   1100006E-01  .7055E+01 -.1739E+01   .9999999  .0002294 -.0000376
T  401 19 .1519266E+11   1100009E-01  .1631E+02 -.1913E+01   .9999999  .0002208  .0001330
T  402 19 .1519372E+11   1100018E-01  .6500E+01  .5554E+01   .9999999  .0000049  .0001147
T  403 19 .1519155E+11   1100013E-01  .7322E-01  .4718E+01   .9999999 -.0000132 -.0000575
T  404 19 .1519327E+11   1100022E-01  .1717E+02 -.2497E+02   .9999999  .0002130 -.0004035
T  405 19 .1519242E+11   1100000E-01  .6475E+01 -.1101E+02   .9999999  .0002190 -.0000548
T  406 19 .1519163E+11   1100015E-01 -.9369E+00 -.1272E+02   .9999999  .0001405 -.0001534
T  407 19 .1519209E+11   1100023E-01 -.6156E+01  .2490E+00   .9999999 -.0000652  .0000976
T  408 19 .1519179E+11   1100008E-01 -.1325E+02 -.2879E+01   .9999999 -.0001955 -.0000341
T  409 19 .1519251E+11   1100012E-01  .6560E+00 -.5142E+01   .9999999  .0000184 -.0000909
T  410 19 .1519306E+11   1100016E-01  .5589E+00 -.9602E+01   .9999999 -.0000861 -.0001365
T  411 19 .1519317E+11   1100020E-01 -.2184E+01 -.5615E+01   .9999999  .0000223 -.0000736
T  412 19 .1519232E+11   1100016E-01  .1281E+02 -.1405E+02   .9999999  .0000880 -.0001134
T  413 19 .1519328E+11   1100019E-01 -.1277E+02 -.4047E+01   .9999999 -.0002417 -.0001197
T  414 19 .1519194E+11   1100015E-01  .1045E+02  .2281E+01   .9999999  .0003535  .0000711
T  415 19 .1519191E+11   1100017E-01  .1851E+01 -.3252E+01   .9999999  .0000238 -.0000241
T  416 19 .1519221E+11   1100023E-01  .7832E+01 -.1256E+02   .9999999 -.0000018 -.0001151
T  417 19 .1519355E+11   1100000E-01 -.5092E+01 -.2829E+00   .9999999 -.0000690  .0000027
T  418 19 .1519317E+11   1100023E-01  .3488E+01 -.1267E+00   .9999999 -.0000627  .0000277
T  419 19 .1519340E+11   1100005E-01  .2267E+01 -.3911E+01   .9999999 -.0000153  .0000070
T  420 19 .1519356E+11   1100022E-01  .3625E+02 -.2146E+02   .9999998  .0005734 -.0002636
T  421 19 .1519192E+11   1100017E-01  .1986E+01 -.1297E+01   .9999999  .0000488 -.0001688
T  422 19 .1519305E+11   1100001E-01  .4656E+00  .5273E+01   .9999999  .0001107  .0000631
T  423 19 .1519108E+11   1100022E-01 -.1391E+01  .7894E+01   .9999999  .0000930  .0001319
T  424 19 .1519290E+11   1100021E-01 -.1278E+02 -.2763E+02   .9999996 -.0004954 -.0007277
T  425 19 .1519378E+11   1100012E-01  .1618E+01  .2558E+01   .9999999 -.0000210  .0000539
T  426 19 .1519356E+11   1100021E-01 -.7470E+01  .2368E+02   .9999999 -.0001263  .0001582
T  427 19 .1519315E+11   1100012E-01  .5869E+01  .4111E+01   .9999999  .0001032  .0000186
T  428 19 .1519229E+11   1100000E-01  .3766E+01 -.1313E-01   .9999999  .0001356 -.0002068
T  429 19 .1519254E+11   1100018E-01  .1125E+01  .6825E+01   .9999999  .0000105  .0000468
T  430 19 .1519341E+11   1100003E-01  .3534E+02  .1717E+02   .9999998  .0005549  .0003316
T  431 19 .1519321E+11   1100022E-01 -.7956E+01 -.2096E+01   .9999999 -.0002561 -.0000278
T  432 19 .1519276E+11   1100019E-01  .1312E+02  .1399E+02   .9999999  .0000290  .0001453
T  433 19 .1519246E+11   1100022E-01  .3942E+01  .4203E+01   .9999999  .0000079  .0000155
T  434 19 .1519298E+11   1100010E-01  .8136E+01 -.5743E+01   .9999999  .0000835 -.0000902
T  435 19 .1519243E+11   1100015E-01 -.1544E+02 -.1750E+01   .9999999 -.0000904 -.0000795
T  436 19 .1519365E+11   1100018E-01  .3244E+01  .6238E+01   .9999999  .0001263  .0002305
T  437 19 .1519212E+11   1100022E-01 -.5196E+01  .8735E+00   .9999999  .0001045 -.0000506
T  438 19 .1519225E+11   1100020E-01 -.6846E+01  .2215E+01   .9999999 -.0000397  .0000876
T  439 19 .1519232E+11   1100002E-01  .3321E+01  .5045E+01   .9999999  .0000617  .0000293
T  440 19 .1519277E+11   1100006E-01 -.2189E-01  .1696E+01   .9999999 -.0001729 -.0000840
T  441 19 .1519273E+11   1100013E-01  .2624E+02  .1929E+02   .9999999  .0002643  .0002701
T  442 19 .1519169E+11   1100022E-01 -.2264E+01  .4364E+01   .9999999 -.0000121  .0000796
T  443 19 .1519295E+11   1100011E-01  .2465E+01 -.1139E+02   .9999999  .0000435 -.0002226
T  444 19 .1519225E+11   1100004E-01  .4083E+01 -.1438E+02   .9999999  .0000557 -.0000026
T  445 19 .1519305E+11   1100021E-01 -.7490E+01  .8954E+01   .9999999 -.0002296  .0004086
T  446 19 .1519304E+11   1100005E-01  .5219E+01  .1040E+02   .9999999 -.0000052  .0001623
T  447 19 .1519195E+11   1100019E-01 -.2472E+02 -.1020E+02   .9999998 -.0005353 -.0001743
T  448 19 .1519162E+11   1100013E-01 -.1261E+02 -.5528E+02   .9999995 -.0001903 -.0009307
T  449 19 .1519357E+11   1100020E-01  .2307E+01 -.2259E+01   .9999999  .0000257  .0000034
T  450 19 .1519265E+11   1100005E-01  .5881E+01  .7184E+00   .9999999  .0000113 -.0000651
T  451 19 .1519397E+11   1100008E-01  .7602E+01 -.1124E+02   .9999999  .0000065 -.0003544
T  452 19 .1519337E+11   1100017E-01 -.1195E+02 -.1157E+02   .9999999 -.0001963 -.0002239
T  453 19 .1519274E+11   1100009E-01 -.6223E+01  .2211E+01   .9999999 -.0000720  .0004314
T  454 19 .1519216E+11   1100005E-01 -.4654E+01 -.8698E+01   .9999999 -.0000941 -.0001954
T  455 19 .1519235E+11   1100013E-01 -.3615E+01 -.6158E+01   .9999999 -.0001851 -.0002536
T  456 19 .1519256E+11   1100021E-01  .7664E+01  .2259E+01   .9999999  .0000192  .0000676
T  457 19 .1519288E+11   1100016E-01  .5988E+01 -.9055E+01   .9999999  .0001197 -.0001824
T  458 19 .1519348E+11   1100018E-01  .5410E+01  .7799E+01   .9999999 -.0000048  .0001236
T  459 19 .1519330E+11   1100022E-01 -.3740E+01 -.3352E+01   .9999999 -.0001474 -.0000808
T  460 19 .1519188E+11   1100012E-01  .3461E+01  .1172E+01   .9999999  .0000301  .0000588
T  461 19 .1519153E+11   1100019E-01 -.4053E+01 -.1610E-01   .9999999 -.0000040  .0001245
T  462 19 .1519259E+11   1100003E-01  .7050E+00 -.9729E+00   .9999999  .0000700  .0000599
T  463 19 .1519255E+11   1100000E-01 -.8533E+01  .7460E+01   .9999999 -.0000235  .0001117
T  464 19 .1519434E+11   1100017E-01  .2954E+01 -.7879E+01   .9999999  .0000909 -.0001727
T  465 19 .1519165E+11   1100016E-01  .7634E+01  .2474E+02   .9999999  .0000970  .0001977
T  466 19 .1519325E+11   1100007E-01  .2547E+01 -.9913E+01   .9999999  .0000381 -.0001148
T  467 19 .1519246E+11   1100022E-01 -.3331E+01  .1135E+01   .9999999  .0000102  .0000221
T  468 19 .1519209E+11   1100015E-01 -.1339E+01  .1268E+01   .9999999 -.0001386 -.0000486
T  469 19 .1519237E+11   1100010E-01  .6045E+01  .8702E+01   .9999999  .0000203  .0001231
T  470 19 .1519252E+11   1100018E-01 -.4190E+00  .6865E+01   .9999999 -.0000072  .0001747
T  471 19 .1519121E+11   1100011E-01  .3864E+02  .3378E+02   .9999996  .0006169  .0006251
T  472 19 .1519250E+11   1100021E-01 -.1269E+02  .7333E+00   .9999999 -.0002232  .0000922
T  473 19 .1519315E+11   1100004E-01  .2164E+01  .4098E+01   .9999999  .0000869  .0000325
T  474 19 .1519418E+11   1100019E-01 -.3912E+00 -.6488E+01   .9999999  .0000191 -.0001031
T  475 19 .1519127E+11   1100019E-01 -.1188E+02 -.2713E+01   .9999999 -.0002502 -.0001600
T  476 19 .1519247E+11   1100011E-01  .1283E+01 -.1099E+02   .9999999 -.0000231 -.0000859
T  477 19 .1519314E+11   1100019E-01  .5737E+02 -.1046E+03   .9999986  .0008223 -.0014887
T  478 19 .1519210E+11   1100016E-01 -.1748E+02 -.1416E+02   .9999999 -.0003086 -.0002044
T  479 19 .1519295E+11   1100016E-01  .1039E+02  .1834E+01   .9999999  .0000418  .0000447
T  480 19 .1519101E+11   1100017E-01 -.4228E+01  .3331E+01   .9999999 -.0000238  .0000574
T  481 19 .1519199E+11   1100018E-01 -.3802E+01 -.1284E+01   .9999999 -.0000007 -.0000090
T  482 19 .1519299E+11   1100013E-01 -.7424E+01 -.6318E+01   .9999999 -.0001012 -.0001376
T  483 19 .1519452E+11   1100019E-01 -.2089E+02  .5479E+01   .9999999 -.0002384  .0000297
T  484 19 .1519210E+11   1100003E-01  .3608E+01  .4286E+01   .9999999 -.0000011  .0000563
T  485 19 .1519315E+11   1100018E-01  .3392E+01 -.6621E+01   .9999999  .0000475 -.0000370
T  486 19 .1519397E+11   1100015E-01 -.2671E+01 -.4274E+01   .9999999  .0000595 -.0000738
T  487 19 .1519311E+11   1100004E-01  .9166E+01  .8496E+01   .9999999  .0001262  .0001081
T  488 19 .1519284E+11   1100005E-01 -.2029E+01 -.1938E+01   .9999999 -.0000741 -.0000839
T  489 19 .1519326E+11   1100005E-01  .7859E+01  .1048E+01   .9999999  .0000483 -.0000301
T  490 19 .1519207E+11   1100000E-01 -.9827E+00 -.2330E+01   .9999999 -.0001085 -.0000654
T  491 19 .1519373E+11   1100017E-01  .9879E+01 -.2010E+01   .9999999  .0003782 -.0000028
T  492 19 .1519353E+11   1100004E-01  .2578E+01  .2804E+01   .9999999  .0000423 -.0000445
T  493 19 .1519332E+11   1100013E-01 -.1386E+02  .2861E+02   .9999996 -.0001282  .0009253
